team,player_name,Player Type,batting_t20_m,batting_t20_inn,batting_t20_runs,batting_t20_bf,batting_t20_hs,batting_t20_avg,batting_t20_sr,batting_t20_no,batting_t20_4s,batting_t20_6s,batting_t20_50,batting_t20_100,batting_t20_200,bowling_t20_m,bowling_t20_inn,bowling_t20_b,bowling_t20_runs,bowling_t20_wkts,bowling_t20_avg,bowling_t20_econ,bowling_t20_sr,bowling_t20_bbi,bowling_t20_bbm,bowling_t20_5w,bowling_t20_10w,batting_ipl_m,batting_ipl_inn,batting_ipl_runs,batting_ipl_bf,batting_ipl_hs,batting_ipl_avg,batting_ipl_sr,batting_ipl_no,batting_ipl_4s,batting_ipl_6s,batting_ipl_50,batting_ipl_100,batting_ipl_200,bowling_ipl_m,bowling_ipl_inn,bowling_ipl_b,bowling_ipl_runs,bowling_ipl_wkts,bowling_ipl_avg,bowling_ipl_econ,bowling_ipl_sr,bowling_ipl_bbi,bowling_ipl_bbm,bowling_ipl_5w,bowling_ipl_10w,boundary_ratio,batting_consistency,economy_impact,strike_power,is_allrounder,player,Credits,is_hot_batter,is_cold_batter,is_hot_bowler,is_cold_bowler,fantasy_points,partnership_avg,recent_form
DC,Tripurana Vijay,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0,tripurana vijay,8.5,0,0,0,0,0.0,0.0,0.0
DC,Vipraj Nigam,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,4.0,2.0,40.0,17.0,39.0,40.0,235.3,1.0,5.0,2.0,0.0,0.0,0.0,4.0,4.0,72.0,101.0,5.0,20.2,8.42,14.4,2/18,2/18,0.0,0.0,0.175,0.1699957501062473,0.5938242280285035,0.3472222222222222,0,vipraj nigam,8.5,0,0,0,0,169.5,0.0,56.5
DC,Tristan Stubbs,BAT,35,29.0,670.0,497.0,76.0,29.13,134.81,6.0,57.0,28.0,2.0,0.0,0.0,35.0,2.0,12.0,41.0,0.0,0.0,20.5,0.0,0/20,0/20,0.0,0.0,22.0,21.0,522.0,304.0,71.0,43.5,171.72,9.0,36.0,31.0,3.0,0.0,0.0,22.0,4.0,30.0,57.0,4.0,14.25,11.4,7.5,2/11,2/11,0.0,0.0,0.12835249042145594,0.253319357092942,0.3508771929824561,0.5333333333333333,0,tristan stubbs,9.0,1,1,1,0,671.0,0.0,280.1666666666667
DC,Abishek Porel,WK,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,22.0,20.0,434.0,283.0,65.0,25.53,153.36,3.0,44.0,18.0,2.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.14285714285714285,0.166471048513302,0.0,0.0,0,abishek porel,8.5,0,0,0,0,474.0,0.0,438.1666666666667
DC,Ashutosh Sharma,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,14.0,11.0,256.0,145.0,66.0,32.0,176.56,3.0,15.0,20.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.13671875,0.1812415043044857,0.0,0.0,0,ashutosh sharma,9.0,0,0,0,0,283.5,0.0,476.1666666666667
DC,Donovan Ferreira,ALL,6,5.0,79.0,50.0,48.0,15.8,158.0,0.0,2.0,6.0,0.0,0.0,0.0,6.0,1.0,18.0,37.0,0.0,0.0,12.33,0.0,0/37,0/37,0.0,0.0,2.0,2.0,8.0,11.0,7.0,4.0,72.73,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0549979375773408,0.0,0.0,0,donovan ferreira,9.0,0,0,0,0,8.0,0.0,255.16666666666666
DC,Sameer Rizvi,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,10.0,7.0,75.0,62.0,21.0,12.5,120.97,1.0,6.0,3.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.12,0.1033314044804497,0.0,0.0,0,sameer rizvi,9.0,0,0,0,0,81.0,0.0,124.16666666666667
DC,Jake Fraser-McGurk,BAT,7,7.0,113.0,79.0,50.0,16.14,143.04,0.0,16.0,3.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,13.0,13.0,376.0,186.0,84.0,28.92,202.16,0.0,37.0,30.0,4.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.17819148936170212,0.1430550059358923,0.0,0.0,0,jake fraser-mcgurk,9.0,1,0,0,0,424.5,0.0,171.16666666666666
DC,Ajay Mandal,ALL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.0,0.0,0.0,0.0,0,ajay mandal,9.0,0,0,0,0,0.0,0.0,168.5
DC,Darshan Nalkande,BOWL,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,6.0,2.0,12.0,12.0,12.0,6.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,6.0,84.0,148.0,6.0,24.67,10.57,14.0,2/21,2/21,0.0,0.0,0.08333333333333333,0.06,0.5676442762535479,0.4285714285714285,0,darshan nalkande,8.5,0,0,0,0,163.0,0.0,195.83333333333334
DC,T Natarajan,BOWL,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,96.0,122.0,7.0,17.43,7.63,13.71,3/30,3/30,0.0,0.0,61.0,4.0,3.0,5.0,3.0,0.0,60.0,4.0,0.0,0.0,0.0,0.0,0.0,61.0,61.0,1337.0,1969.0,67.0,29.39,8.84,19.96,4/19,4/19,0.0,0.0,0.0,0.0,7.579185520361991,3.356713426853707,0,t natarajan,8.5,0,0,0,0,1678.0,0.0,613.6666666666666
DC,Mukesh Kumar,BOWL,17,4.0,5.0,5.0,4.0,5.0,100.0,3.0,1.0,0.0,0.0,0.0,0.0,17.0,17.0,324.0,487.0,20.0,24.35,9.02,16.2,4/22,4/22,0.0,0.0,24.0,5.0,10.0,18.0,6.0,10.0,55.56,4.0,0.0,0.0,0.0,0.0,0.0,24.0,24.0,465.0,795.0,27.0,29.44,10.26,17.22,3/14,3/14,0.0,0.0,0.0,0.1799856011519078,2.631578947368421,1.56794425087108,0,mukesh kumar,8.5,0,0,1,0,685.0,0.0,842.0
DC,Kuldeep Yadav,BOWL,40,7.0,46.0,59.0,23.0,11.5,77.97,3.0,2.0,0.0,0.0,0.0,0.0,40.0,39.0,860.0,971.0,69.0,14.07,6.77,12.46,5/17,5/17,2.0,0.0,88.0,34.0,188.0,221.0,35.0,14.46,85.07,21.0,17.0,3.0,0.0,0.0,0.0,88.0,86.0,1842.0,2477.0,95.0,26.07,8.07,19.39,4/14,4/14,0.0,0.0,0.10638297872340426,0.1699776654519807,11.771995043370508,4.899432697266632,0,kuldeep yadav,8.5,0,0,0,1,2574.5,0.0,1645.8333333333333
DC,Mohit Sharma,BOWL,8,2.0,3.0,7.0,3.0,0.0,42.86,2.0,0.0,0.0,0.0,0.0,0.0,8.0,8.0,138.0,185.0,6.0,30.83,8.04,23.0,2/28,2/28,0.0,0.0,116.0,32.0,125.0,135.0,21.0,7.35,92.6,15.0,8.0,4.0,0.0,0.0,0.0,116.0,115.0,2325.0,3360.0,134.0,25.07,8.67,17.35,5/10,5/10,1.0,0.0,0.096,0.0793736501079913,15.455594002306803,7.723342939481268,0,mohit sharma,8.5,0,0,1,0,3483.0,0.0,2247.5
DC,Lokesh Rahul,WK,72,68.0,2265.0,1628.0,110.0,37.75,139.13,8.0,191.0,99.0,22.0,2.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,135.0,126.0,4868.0,3588.0,132.0,46.36,135.68,21.0,415.0,197.0,39.0,4.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.1257189811010682,0.3416863207547169,0.0,0.0,0,lokesh rahul,8.5,1,0,0,0,5272.5,0.0,3776.6666666666665
DC,Axar Patel,ALL,71,44.0,535.0,384.0,65.0,18.45,139.33,15.0,41.0,23.0,1.0,0.0,0.0,71.0,68.0,1291.0,1571.0,71.0,22.13,7.3,18.18,3/9,3/9,0.0,0.0,154.0,116.0,1711.0,1299.0,66.0,21.39,131.72,36.0,114.0,81.0,3.0,0.0,0.0,154.0,152.0,3171.0,3876.0,123.0,31.51,7.33,25.78,4/21,4/21,0.0,0.0,0.11396843950905904,0.1623899180078955,16.780354706684857,4.771140418929402,1,axar patel,9.0,1,1,0,1,4924.0,0.0,4559.833333333333
DC,Dushmantha Chameera,BOWL,55,28.0,101.0,113.0,24.0,6.73,89.39,13.0,9.0,1.0,0.0,0.0,0.0,55.0,55.0,1178.0,1588.0,55.0,28.87,8.09,21.42,4/17,4/17,0.0,0.0,13.0,8.0,43.0,28.0,17.0,10.75,153.58,4.0,3.0,3.0,0.0,0.0,0.0,13.0,13.0,282.0,432.0,9.0,48.0,9.19,31.33,2/17,2/17,0.0,0.0,0.13953488372093023,0.0699960932413074,0.9793253536452666,0.2872646026172997,0,dushmantha chameera,8.5,0,0,0,0,272.5,0.0,3489.6666666666665
DC,Karun Nair,BAT,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,76.0,68.0,1496.0,1171.0,83.0,23.75,127.76,5.0,161.0,39.0,10.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-/-,-/-,0.0,0.0,0.13368983957219252,0.1858954289292423,0.0,0.0,0,karun nair,9.0,0,0,0,0,1615.5,0.0,2270.6666666666665
