player,team,runs,balls,4s,6s,out,match_id,strike_rate,average,boundary_pct
RJW Topley,Royal Challengers Bengaluru,3,6,0,0,0,1,50.0,3.0,0.0
RK Bhui,Delhi Capitals,3,9,0,0,2,2,33.33333333333333,1.5,0.0
RK Bhui,Sunrisers Hyderabad,7,18,0,0,2,2,38.88888888888889,3.5,0.0
RK Singh,Kolkata Knight Riders,905,664,68,46,30,41,136.2951807228916,30.166666666666668,0.605524861878453
RM Patidar,Royal Challengers Bangalore,404,297,30,21,10,11,136.02693602693603,40.4,0.6089108910891089
RM Patidar,Royal Challengers Bengaluru,429,253,26,34,15,14,169.56521739130434,28.6,0.717948717948718
RN ten Doeschate,Kolkata Knight Riders,326,238,26,15,17,21,136.9747899159664,19.176470588235293,0.5950920245398773
RP Meredith,Mumbai Indians,0,3,0,0,1,2,0.0,0.0,0.0
RP Singh,Deccan Chargers,44,62,2,1,11,19,70.96774193548387,4.0,0.3181818181818182
RP Singh,Kochi Tuskers Kerala,2,4,0,0,2,4,50.0,1.0,0.0
RP Singh,Mumbai Indians,6,12,0,0,2,5,50.0,3.0,0.0
RR Bhatkal,Royal Challengers Bangalore,0,2,0,0,2,1,0.0,0.0,0.0
RR Pant,Delhi Capitals,2049,1503,183,87,60,72,136.32734530938123,34.15,0.6120058565153733
RR Pant,Delhi Daredevils,1248,793,115,67,36,38,157.37704918032787,34.666666666666664,0.6907051282051282
RR Powar,Kings XI Punjab,56,51,6,1,1,6,109.80392156862746,56.0,0.5357142857142857
RR Powar,Kochi Tuskers Kerala,11,13,0,0,2,3,84.61538461538461,5.5,0.0
RR Raje,Mumbai Indians,20,18,1,1,1,5,111.11111111111111,20.0,0.5
RR Rossouw,Delhi Capitals,209,148,17,11,7,9,141.2162162162162,29.857142857142858,0.6411483253588517
RR Rossouw,Punjab Kings,211,122,25,11,8,8,172.95081967213116,26.375,0.7867298578199052
RR Rossouw,Royal Challengers Bangalore,53,51,3,3,6,5,103.921568627451,8.833333333333334,0.5660377358490566
RR Sarwan,Kings XI Punjab,73,78,6,1,3,4,93.58974358974359,24.333333333333332,0.410958904109589
RS Bopara,Kings XI Punjab,386,347,33,10,14,14,111.23919308357348,27.571428571428573,0.49740932642487046
RS Bopara,Sunrisers Hyderabad,145,121,6,6,5,8,119.83471074380165,29.0,0.41379310344827586
RS Gavaskar,Kolkata Knight Riders,2,8,0,0,1,1,25.0,2.0,0.0
RS Sodhi,Kings XI Punjab,4,2,1,0,0,1,200.0,4.0,1.0
RT Ponting,Kolkata Knight Riders,39,53,2,1,3,4,73.58490566037736,13.0,0.358974358974359
RT Ponting,Mumbai Indians,52,76,3,1,5,5,68.42105263157895,10.4,0.34615384615384615
RV Gomez,Kochi Tuskers Kerala,46,52,4,1,7,8,88.46153846153845,6.571428571428571,0.4782608695652174
RV Gomez,Pune Warriors,4,1,1,0,0,1,400.0,4.0,1.0
RV Patel,Delhi Capitals,80,76,6,2,5,7,105.26315789473684,16.0,0.45
RV Uthappa,Chennai Super Kings,345,267,27,19,15,15,129.21348314606743,23.0,0.6434782608695652
RV Uthappa,Kolkata Knight Riders,2441,1841,255,85,82,84,132.59098316132537,29.76829268292683,0.6267922982384269
RV Uthappa,Mumbai Indians,320,291,34,9,12,14,109.96563573883162,26.666666666666668,0.59375
RV Uthappa,Pune Warriors,1103,957,107,32,40,45,115.25600835945664,27.575,0.5621033544877606
RV Uthappa,Rajasthan Royals,196,170,19,7,12,12,115.29411764705881,16.333333333333332,0.6020408163265306
RV Uthappa,Royal Challengers Bangalore,549,401,39,30,23,27,136.9077306733167,23.869565217391305,0.6120218579234973
Rahmanullah Gurbaz,Kolkata Knight Riders,289,228,24,19,13,13,126.75438596491229,22.23076923076923,0.726643598615917
Ramandeep Singh,Kolkata Knight Riders,131,73,5,12,4,10,179.45205479452056,32.75,0.7022900763358778
Ramandeep Singh,Mumbai Indians,45,42,3,1,2,4,107.14285714285714,22.5,0.4
Rashid Khan,Gujarat Titans,323,185,22,25,13,25,174.59459459459458,24.846153846153847,0.7368421052631579
Rashid Khan,Sunrisers Hyderabad,222,170,17,13,24,33,130.58823529411765,9.25,0.6576576576576577
Rasikh Salam,Delhi Capitals,28,30,4,0,4,4,93.33333333333333,7.0,0.5714285714285714
Rasikh Salam,Kolkata Knight Riders,7,6,1,0,1,1,116.66666666666667,7.0,0.5714285714285714
Rasikh Salam,Mumbai Indians,5,4,0,0,0,1,125.0,5.0,0.0
Ravi Bishnoi,Kings XI Punjab,7,12,1,0,1,2,58.333333333333336,7.0,0.5714285714285714
Ravi Bishnoi,Lucknow Super Giants,24,35,1,0,5,11,68.57142857142857,4.8,0.16666666666666666
Ravi Bishnoi,Punjab Kings,1,5,0,0,1,1,20.0,1.0,0.0
S Anirudha,Chennai Super Kings,133,116,9,7,7,11,114.65517241379311,19.0,0.5864661654135338
S Anirudha,Sunrisers Hyderabad,3,5,0,0,1,1,60.0,3.0,0.0
S Aravind,Royal Challengers Bangalore,59,59,7,0,3,10,100.0,19.666666666666668,0.4745762711864407
S Badree,Royal Challengers Bangalore,13,25,0,0,5,5,52.0,2.6,0.0
S Badrinath,Chennai Super Kings,1441,1245,154,28,48,65,115.74297188755021,30.020833333333332,0.5440666204024983
S Chanderpaul,Royal Challengers Bangalore,25,33,4,0,3,3,75.75757575757575,8.333333333333334,0.64
S Dhawan,Deccan Chargers,969,763,105,25,25,29,126.99868938401049,38.76,0.5882352941176471
S Dhawan,Delhi Capitals,1726,1304,194,40,45,49,132.36196319018404,38.355555555555554,0.5886442641946698
S Dhawan,Delhi Daredevils,340,308,35,8,10,14,110.3896103896104,34.0,0.5529411764705883
S Dhawan,Mumbai Indians,231,226,26,3,14,14,102.21238938053096,16.5,0.5281385281385281
S Dhawan,Punjab Kings,985,795,114,28,27,30,123.89937106918238,36.48148148148148,0.6335025380710659
S Dhawan,Sunrisers Hyderabad,2518,2087,294,49,73,85,120.6516530905606,34.49315068493151,0.5837966640190627
S Dube,Chennai Super Kings,1112,738,62,80,32,40,150.67750677506774,34.75,0.6546762589928058
S Dube,Rajasthan Royals,230,205,18,10,8,9,112.19512195121952,28.75,0.5739130434782609
S Dube,Royal Challengers Bangalore,169,142,6,12,11,13,119.01408450704226,15.363636363636363,0.5680473372781065
S Gopal,Mumbai Indians,14,27,1,0,2,3,51.85185185185185,7.0,0.2857142857142857
S Gopal,Rajasthan Royals,157,139,16,2,11,18,112.9496402877698,14.272727272727273,0.4840764331210191
S Gopal,Sunrisers Hyderabad,9,7,2,0,0,1,128.57142857142858,9.0,0.8888888888888888
S Kaul,Delhi Daredevils,9,11,0,0,0,2,81.81818181818183,9.0,0.0
S Kaul,Sunrisers Hyderabad,11,25,1,0,3,7,44.0,3.6666666666666665,0.36363636363636365
S Kaushik,Gujarat Lions,0,1,0,0,1,1,0.0,0.0,0.0
S Ladda,Delhi Daredevils,0,10,0,0,2,2,0.0,0.0,0.0
S Lamichhane,Delhi Capitals,0,1,0,0,1,1,0.0,0.0,0.0
S Nadeem,Delhi Daredevils,32,79,1,0,14,17,40.50632911392405,2.2857142857142856,0.125
S Nadeem,Sunrisers Hyderabad,7,9,1,0,2,3,77.77777777777779,3.5,0.5714285714285714
S Narwal,Kolkata Knight Riders,23,16,4,0,1,1,143.75,23.0,0.6956521739130435
S Narwal,Rajasthan Royals,14,13,2,0,3,3,107.6923076923077,4.666666666666667,0.5714285714285714
S Rana,Pune Warriors,18,16,2,0,1,1,112.5,18.0,0.4444444444444444
S Rana,Royal Challengers Bangalore,73,66,7,1,4,7,110.6060606060606,18.25,0.4657534246575342
S Randiv,Chennai Super Kings,2,4,0,0,1,1,50.0,2.0,0.0
S Sohal,Deccan Chargers,249,201,25,10,9,10,123.88059701492537,27.666666666666668,0.642570281124498
S Sohal,Kings XI Punjab,119,110,9,8,9,10,108.18181818181817,13.222222222222221,0.7058823529411765
S Sreesanth,Kings XI Punjab,32,44,6,0,1,7,72.72727272727273,32.0,0.75
S Sreesanth,Kochi Tuskers Kerala,1,9,0,0,1,3,11.11111111111111,1.0,0.0
S Sreesanth,Rajasthan Royals,1,4,0,0,1,2,25.0,1.0,0.0
S Sriram,Delhi Daredevils,4,7,0,0,1,1,57.14285714285714,4.0,0.0
S Sriram,Royal Challengers Bangalore,27,31,3,0,1,1,87.09677419354838,27.0,0.4444444444444444
S Tyagi,Chennai Super Kings,3,4,0,0,0,1,75.0,3.0,0.0
S Vidyut,Chennai Super Kings,145,115,21,3,8,8,126.08695652173914,18.125,0.7034482758620689
SA Abbott,Royal Challengers Bangalore,15,13,1,1,1,2,115.38461538461537,15.0,0.6666666666666666
SA Abbott,Sunrisers Hyderabad,7,5,0,1,1,1,140.0,7.0,0.8571428571428571
SA Asnodkar,Rajasthan Royals,423,352,56,10,19,19,120.17045454545455,22.263157894736842,0.6713947990543735
SA Yadav,Kolkata Knight Riders,608,475,54,21,28,41,128.0,21.714285714285715,0.5625
SA Yadav,Mumbai Indians,3015,2074,333,110,85,95,145.37126325940213,35.470588235294116,0.6606965174129353
SB Bangar,Deccan Chargers,47,49,1,3,5,6,95.91836734693877,9.4,0.46808510638297873
SB Bangar,Kolkata Knight Riders,2,9,0,0,1,1,22.22222222222222,2.0,0.0
SB Dubey,Rajasthan Royals,67,32,4,6,2,4,209.375,33.5,0.7761194029850746
SB Jakati,Chennai Super Kings,27,28,3,0,2,4,96.42857142857143,13.5,0.4444444444444444
SB Jakati,Gujarat Lions,1,2,0,0,0,1,50.0,1.0,0.0
SB Joshi,Royal Challengers Bangalore,6,16,0,0,2,2,37.5,3.0,0.0
SB Styris,Chennai Super Kings,5,2,1,0,0,1,250.0,5.0,0.8
SB Styris,Deccan Chargers,126,132,9,3,7,9,95.45454545454545,18.0,0.42857142857142855
SB Wagh,Pune Warriors,2,3,0,0,2,2,66.66666666666666,1.0,0.0
SC Ganguly,Kolkata Knight Riders,1031,977,104,36,38,38,105.52712384851586,27.13157894736842,0.6129970902036858
SC Ganguly,Pune Warriors,318,349,33,6,16,18,91.11747851002865,19.875,0.5283018867924528
SD Chitnis,Kings XI Punjab,75,73,8,1,4,5,102.73972602739727,18.75,0.5066666666666667
SD Chitnis,Mumbai Indians,18,10,1,1,2,2,180.0,9.0,0.5555555555555556
SD Chitnis,Rajasthan Royals,6,9,1,0,1,1,66.66666666666666,6.0,0.6666666666666666
SD Hope,Delhi Capitals,183,125,12,12,8,9,146.4,22.875,0.6557377049180327
SD Lad,Mumbai Indians,15,13,1,1,1,1,115.38461538461537,15.0,0.6666666666666666
SE Bond,Kolkata Knight Riders,1,2,0,0,1,1,50.0,1.0,0.0
SE Marsh,Kings XI Punjab,2489,1913,269,78,65,69,130.10977522216413,38.292307692307695,0.6203294495781438
SE Rutherford,Delhi Capitals,73,55,2,7,5,7,132.72727272727275,14.6,0.684931506849315
SE Rutherford,Royal Challengers Bangalore,33,52,1,1,2,2,63.46153846153846,16.5,0.30303030303030304
SH Johnson,Gujarat Titans,6,7,1,0,0,3,85.71428571428571,6.0,0.6666666666666666
SH Johnson,Kolkata Knight Riders,1,1,0,0,0,1,100.0,1.0,0.0
SJ Srivastava,Kings XI Punjab,5,5,0,0,1,4,100.0,5.0,0.0
SK Raina,Chennai Super Kings,4695,3546,425,181,142,171,132.40270727580372,33.063380281690144,0.5933972310969116
SK Raina,Gujarat Lions,841,631,81,23,26,29,133.28050713153726,32.34615384615385,0.549346016646849
SK Trivedi,Rajasthan Royals,42,61,3,1,8,14,68.85245901639344,5.25,0.42857142857142855
SK Warne,Rajasthan Royals,198,219,14,6,19,27,90.41095890410958,10.421052631578947,0.46464646464646464
SL Malinga,Mumbai Indians,88,103,6,5,12,20,85.43689320388349,7.333333333333333,0.6136363636363636
SM Curran,Chennai Super Kings,246,184,17,15,12,16,133.69565217391303,20.5,0.6422764227642277
SM Curran,Kings XI Punjab,95,55,13,3,4,8,172.72727272727272,23.75,0.7368421052631579
SM Curran,Punjab Kings,546,443,44,19,21,25,123.2505643340858,26.0,0.5311355311355311
SM Harwood,Rajasthan Royals,9,14,0,0,0,2,64.28571428571429,9.0,0.0
SM Katich,Kings XI Punjab,241,191,26,8,10,11,126.17801047120419,24.1,0.6307053941908713
SM Pollock,Mumbai Indians,147,116,12,8,8,8,126.72413793103448,18.375,0.6530612244897959
SMSM Senanayake,Kolkata Knight Riders,10,17,0,0,1,4,58.82352941176471,10.0,0.0
SN Khan,Delhi Capitals,144,131,13,3,7,9,109.92366412213741,20.571428571428573,0.4861111111111111
SN Khan,Kings XI Punjab,213,175,24,4,7,8,121.71428571428571,30.428571428571427,0.5633802816901409
SN Khan,Punjab Kings,0,4,0,0,2,2,0.0,0.0,0.0
SN Khan,Royal Challengers Bangalore,228,146,26,7,13,17,156.16438356164383,17.53846153846154,0.6403508771929824
SN Thakur,Chennai Super Kings,67,57,6,2,4,12,117.54385964912282,16.75,0.5373134328358209
SN Thakur,Delhi Capitals,120,90,7,7,8,10,133.33333333333331,15.0,0.5833333333333334
SN Thakur,Kings XI Punjab,7,6,1,0,0,1,116.66666666666667,7.0,0.5714285714285714
SN Thakur,Kolkata Knight Riders,113,72,13,4,8,9,156.94444444444443,14.125,0.672566371681416
SN Thakur,Rising Pune Supergiant,0,3,0,0,3,3,0.0,0.0,0.0
SO Hetmyer,Delhi Capitals,427,280,30,24,14,23,152.5,30.5,0.6182669789227166
SO Hetmyer,Rajasthan Royals,768,524,43,55,22,38,146.5648854961832,34.90909090909091,0.6536458333333334
SO Hetmyer,Royal Challengers Bangalore,90,76,4,7,5,5,118.42105263157893,18.0,0.6444444444444445
SP Fleming,Chennai Super Kings,196,171,27,3,9,10,114.61988304093566,21.77777777777778,0.6428571428571429
SP Goswami,Kolkata Knight Riders,29,31,5,0,3,4,93.54838709677419,9.666666666666666,0.6896551724137931
SP Goswami,Rajasthan Royals,69,69,4,1,6,6,100.0,11.5,0.3188405797101449
SP Goswami,Royal Challengers Bangalore,143,160,17,1,6,6,89.375,23.833333333333332,0.5174825174825175
SP Goswami,Sunrisers Hyderabad,52,47,6,1,5,5,110.63829787234043,10.4,0.5769230769230769
SP Jackson,Kolkata Knight Riders,61,57,5,1,6,8,107.01754385964912,10.166666666666666,0.4262295081967213
SP Narine,Kolkata Knight Riders,1578,1012,169,100,85,107,155.92885375494072,18.564705882352943,0.8086185044359949
SPD Smith,Delhi Capitals,152,136,13,2,6,7,111.76470588235294,25.333333333333332,0.42105263157894735
SPD Smith,Pune Warriors,521,406,39,18,15,21,128.32512315270935,34.733333333333334,0.5067178502879078
SPD Smith,Rajasthan Royals,1080,873,109,20,39,43,123.71134020618557,27.692307692307693,0.5148148148148148
SPD Smith,Rising Pune Supergiant,472,400,38,12,12,15,118.0,39.333333333333336,0.4745762711864407
SPD Smith,Rising Pune Supergiants,270,184,27,8,6,7,146.73913043478262,45.0,0.5777777777777777
SR Tendulkar,Mumbai Indians,2334,2044,296,29,71,78,114.18786692759295,32.87323943661972,0.5818337617823479
SR Watson,Chennai Super Kings,1252,943,119,68,41,43,132.76776246023329,30.536585365853657,0.7060702875399361
SR Watson,Rajasthan Royals,2378,1734,238,109,66,76,137.13956170703577,36.03030303030303,0.6753574432296047
SR Watson,Royal Challengers Bangalore,250,215,20,13,19,22,116.27906976744187,13.157894736842104,0.632
SS Cottrell,Kings XI Punjab,0,2,0,0,1,1,0.0,0.0,0.0
SS Iyer,Delhi Capitals,1161,1013,89,35,38,41,114.61006910167819,30.55263157894737,0.48751076658053405
SS Iyer,Delhi Daredevils,1218,972,108,53,42,45,125.30864197530865,29.0,0.6157635467980296
SS Iyer,Kolkata Knight Riders,752,560,75,25,22,28,134.28571428571428,34.18181818181818,0.598404255319149
SS Prabhudessai,Royal Challengers Bangalore,102,94,8,4,8,9,108.51063829787233,12.75,0.5490196078431373
SS Prabhudessai,Royal Challengers Bengaluru,24,19,3,0,1,1,126.3157894736842,24.0,0.5
SS Shaikh,Kolkata Knight Riders,6,7,1,0,0,1,85.71428571428571,6.0,0.6666666666666666
SS Tiwary,Delhi Daredevils,109,83,9,5,0,6,131.32530120481925,109.0,0.6055045871559633
SS Tiwary,Mumbai Indians,728,577,59,24,23,30,126.16984402079723,31.652173913043477,0.521978021978022
SS Tiwary,Rising Pune Supergiants,170,149,17,4,6,7,114.09395973154362,28.333333333333332,0.5411764705882353
SS Tiwary,Royal Challengers Bangalore,487,482,26,17,21,30,101.03734439834025,23.19047619047619,0.42299794661190965
ST Jayasuriya,Mumbai Indians,768,573,84,39,29,30,134.03141361256544,26.482758620689655,0.7421875
STR Binny,Mumbai Indians,8,5,1,0,1,1,160.0,8.0,0.5
STR Binny,Rajasthan Royals,731,577,54,28,34,53,126.6897746967071,21.5,0.5253077975376197
STR Binny,Royal Challengers Bangalore,141,118,11,7,9,12,119.4915254237288,15.666666666666666,0.6099290780141844
SV Samson,Delhi Daredevils,677,540,52,27,24,28,125.37037037037038,28.208333333333332,0.5465288035450517
SV Samson,Rajasthan Royals,3808,2768,307,183,119,135,137.5722543352601,32.0,0.6108193277310925
SW Billings,Chennai Super Kings,108,83,8,5,9,9,130.12048192771084,12.0,0.5740740740740741
SW Billings,Delhi Daredevils,226,173,23,5,10,10,130.635838150289,22.6,0.5398230088495575
SW Billings,Kolkata Knight Riders,169,143,9,10,7,8,118.18181818181819,24.142857142857142,0.5680473372781065
SW Tait,Rajasthan Royals,23,26,1,1,3,5,88.46153846153845,7.666666666666667,0.43478260869565216
SZ Mulani,Mumbai Indians,1,1,0,0,0,1,100.0,1.0,0.0
Sachin Baby,Rajasthan Royals,3,7,0,0,1,1,42.857142857142854,3.0,0.0
Sachin Baby,Royal Challengers Bangalore,141,116,11,5,9,10,121.55172413793103,15.666666666666666,0.524822695035461
Salman Butt,Kolkata Knight Riders,193,172,30,2,7,7,112.20930232558139,27.571428571428573,0.6839378238341969
Sameer Rizvi,Chennai Super Kings,51,43,4,2,4,5,118.6046511627907,12.75,0.5490196078431373
Sandeep Sharma,Kings XI Punjab,26,36,1,0,1,11,72.22222222222221,26.0,0.15384615384615385
Sandeep Sharma,Rajasthan Royals,2,7,0,0,0,2,28.57142857142857,2.0,0.0
Sandeep Sharma,Sunrisers Hyderabad,26,30,3,0,4,12,86.66666666666667,6.5,0.46153846153846156
Sanvir Singh,Sunrisers Hyderabad,25,22,2,1,2,5,113.63636363636364,12.5,0.56
Saurav Chauhan,Royal Challengers Bengaluru,18,16,1,1,3,3,112.5,6.0,0.5555555555555556
Shahbaz Ahmed,Royal Challengers Bangalore,321,294,21,12,19,25,109.18367346938776,16.894736842105264,0.48598130841121495
Shahbaz Ahmed,Sunrisers Hyderabad,215,173,7,13,10,12,124.27745664739885,21.5,0.4930232558139535
Shahid Afridi,Deccan Chargers,81,46,7,6,8,9,176.08695652173913,10.125,0.7901234567901234
Shakib Al Hasan,Kolkata Knight Riders,547,451,47,16,30,38,121.2860310421286,18.233333333333334,0.5191956124314442
Shakib Al Hasan,Sunrisers Hyderabad,248,214,26,5,10,14,115.88785046728971,24.8,0.5403225806451613
Shashank Singh,Punjab Kings,354,225,28,21,7,14,157.33333333333331,50.57142857142857,0.672316384180791
Shashank Singh,Sunrisers Hyderabad,69,47,5,4,4,5,146.80851063829786,17.25,0.6376811594202898
Shivam Mavi,Kolkata Knight Riders,51,58,4,2,9,11,87.93103448275862,5.666666666666667,0.5490196078431373
Shivam Sharma,Kings XI Punjab,5,3,1,0,1,2,166.66666666666669,5.0,0.8
Shivam Singh,Punjab Kings,2,3,0,0,0,1,66.66666666666666,2.0,0.0
Shoaib Ahmed,Deccan Chargers,1,6,0,0,2,3,16.666666666666664,0.5,0.0
Shoaib Akhtar,Kolkata Knight Riders,2,8,0,0,1,1,25.0,2.0,0.0
Shoaib Malik,Delhi Daredevils,52,49,5,0,4,5,106.12244897959184,13.0,0.38461538461538464
Shubman Gill,Gujarat Titans,1799,1251,173,59,42,45,143.80495603517187,42.833333333333336,0.5814341300722624
Shubman Gill,Kolkata Knight Riders,1417,1181,137,36,44,54,119.98306519898392,32.20454545454545,0.5391672547635851
Sikandar Raza,Punjab Kings,182,143,12,8,7,9,127.27272727272727,26.0,0.5274725274725275
Simarjeet Singh,Chennai Super Kings,7,8,0,0,1,3,87.5,7.0,0.0
Sohail Tanvir,Rajasthan Royals,36,31,3,1,3,5,116.12903225806453,12.0,0.5
Sumit Kumar,Delhi Capitals,18,26,2,1,2,3,69.23076923076923,9.0,0.7777777777777778
Sunny Gupta,Delhi Daredevils,0,1,0,0,1,1,0.0,0.0,0.0
Sunny Singh,Kings XI Punjab,43,31,6,1,4,5,138.70967741935485,10.75,0.6976744186046512
Swapnil Singh,Kings XI Punjab,12,20,0,0,3,3,60.0,4.0,0.0
Swapnil Singh,Lucknow Super Giants,2,4,0,0,0,1,50.0,2.0,0.0
Swapnil Singh,Royal Challengers Bengaluru,37,22,3,3,2,5,168.1818181818182,18.5,0.8108108108108109
T Banton,Kolkata Knight Riders,18,22,1,1,2,2,81.81818181818183,9.0,0.5555555555555556
T Henderson,Rajasthan Royals,11,16,0,1,1,2,68.75,11.0,0.5454545454545454
T Kohler-Cadmore,Rajasthan Royals,48,54,7,1,3,3,88.88888888888889,16.0,0.7083333333333334
T Kohli,Kings XI Punjab,1,4,0,0,1,1,25.0,1.0,0.0
T Kohli,Rajasthan Royals,10,16,0,1,2,2,62.5,5.0,0.6
T Natarajan,Sunrisers Hyderabad,3,5,0,0,0,2,60.0,3.0,0.0
T Shamsi,Rajasthan Royals,2,4,0,0,0,1,50.0,2.0,0.0
T Stubbs,Delhi Capitals,378,204,24,26,6,13,185.29411764705884,63.0,0.6666666666666666
T Stubbs,Mumbai Indians,27,35,2,0,3,4,77.14285714285715,9.0,0.2962962962962963
T Taibu,Kolkata Knight Riders,31,26,3,0,3,3,119.23076923076923,10.333333333333334,0.3870967741935484
T Thushara,Chennai Super Kings,12,19,0,0,2,4,63.1578947368421,6.0,0.0
TA Boult,Delhi Capitals,7,4,0,1,1,2,175.0,7.0,0.8571428571428571
TA Boult,Delhi Daredevils,0,2,0,0,1,1,0.0,0.0,0.0
TA Boult,Kolkata Knight Riders,5,8,0,0,0,1,62.5,5.0,0.0
TA Boult,Mumbai Indians,2,7,0,0,2,4,28.57142857142857,1.0,0.0
TA Boult,Rajasthan Royals,70,63,5,2,4,15,111.11111111111111,17.5,0.45714285714285713
TD Paine,Pune Warriors,10,29,0,0,2,2,34.48275862068966,5.0,0.0
TG Southee,Kolkata Knight Riders,5,17,0,0,5,6,29.411764705882355,1.0,0.0
TG Southee,Mumbai Indians,37,23,1,3,3,5,160.8695652173913,12.333333333333334,0.5945945945945946
TG Southee,Rajasthan Royals,17,13,2,0,1,3,130.76923076923077,17.0,0.47058823529411764
TG Southee,Royal Challengers Bangalore,61,55,5,1,2,5,110.9090909090909,30.5,0.4262295081967213
TH David,Mumbai Indians,658,414,38,46,22,34,158.93719806763283,29.90909090909091,0.6504559270516718
TH David,Royal Challengers Bangalore,1,3,0,0,1,1,33.33333333333333,1.0,0.0
TK Curran,Delhi Capitals,21,17,2,0,1,2,123.52941176470588,21.0,0.38095238095238093
TK Curran,Kolkata Knight Riders,23,28,3,0,3,4,82.14285714285714,7.666666666666667,0.5217391304347826
TK Curran,Rajasthan Royals,83,63,5,3,1,4,131.74603174603175,83.0,0.4578313253012048
TL Seifert,Delhi Capitals,24,21,4,0,2,2,114.28571428571428,12.0,0.6666666666666666
TL Seifert,Kolkata Knight Riders,2,5,0,0,1,1,40.0,2.0,0.0
TL Suman,Deccan Chargers,544,457,41,20,17,26,119.03719912472648,32.0,0.5220588235294118
TL Suman,Mumbai Indians,80,72,6,6,8,8,111.11111111111111,10.0,0.75
TL Suman,Pune Warriors,52,58,8,0,5,5,89.65517241379311,10.4,0.6153846153846154
TM Dilshan,Delhi Daredevils,566,491,62,16,20,26,115.27494908350306,28.3,0.607773851590106
TM Dilshan,Royal Challengers Bangalore,587,556,78,8,21,24,105.57553956834533,27.952380952380953,0.6132879045996593
TM Head,Royal Challengers Bangalore,205,151,12,8,6,10,135.76158940397352,34.166666666666664,0.4682926829268293
TM Head,Sunrisers Hyderabad,634,341,73,35,15,16,185.92375366568913,42.266666666666666,0.7917981072555205
TM Srivastava,Kings XI Punjab,8,11,0,0,1,3,72.72727272727273,8.0,0.0
TR Birt,Delhi Daredevils,75,59,9,2,5,5,127.11864406779661,15.0,0.64
TS Mills,Mumbai Indians,0,3,0,0,1,2,0.0,0.0,0.0
TS Mills,Royal Challengers Bangalore,8,11,0,1,3,3,72.72727272727273,2.6666666666666665,0.75
TU Deshpande,Chennai Super Kings,0,3,0,0,0,2,0.0,0.0,0.0
TU Deshpande,Delhi Capitals,21,12,2,1,1,2,175.0,21.0,0.6666666666666666
Tanush Kotian,Rajasthan Royals,24,32,3,0,1,1,75.0,24.0,0.5
Tilak Varma,Mumbai Indians,1187,856,92,60,29,39,138.66822429906543,40.93103448275862,0.6133108677337826
U Kaul,Kings XI Punjab,0,1,0,0,0,1,0.0,0.0,0.0
UA Birla,Pune Warriors,7,15,1,0,1,1,46.666666666666664,7.0,0.5714285714285714
UBT Chand,Delhi Daredevils,196,210,19,7,13,13,93.33333333333333,15.076923076923077,0.6020408163265306
UBT Chand,Mumbai Indians,102,94,13,2,6,6,108.51063829787233,17.0,0.6274509803921569
UBT Chand,Rajasthan Royals,2,10,0,0,1,1,20.0,2.0,0.0
UT Khawaja,Rising Pune Supergiants,127,105,14,3,5,6,120.95238095238095,25.4,0.5826771653543307
UT Yadav,Delhi Daredevils,44,56,3,1,4,13,78.57142857142857,11.0,0.4090909090909091
UT Yadav,Gujarat Titans,12,15,0,1,1,2,80.0,12.0,0.5
UT Yadav,Kolkata Knight Riders,124,100,10,6,10,22,124.0,12.4,0.6129032258064516
UT Yadav,Royal Challengers Bangalore,28,40,3,1,6,11,70.0,4.666666666666667,0.6428571428571429
Umar Gul,Kolkata Knight Riders,39,19,1,5,3,4,205.26315789473685,13.0,0.8717948717948718
Umran Malik,Sunrisers Hyderabad,23,16,1,2,1,5,143.75,23.0,0.6956521739130435
V Kohli,Royal Challengers Bangalore,7273,5739,646,235,205,229,126.72939536504617,35.4780487804878,0.5491544067097484
V Kohli,Royal Challengers Bengaluru,800,533,66,41,13,16,150.093808630394,61.53846153846154,0.6375
V Pratap Singh,Deccan Chargers,0,1,0,0,1,1,0.0,0.0,0.0
V Sehwag,Delhi Daredevils,2174,1410,266,85,73,79,154.18439716312056,29.78082191780822,0.7240110395584176
V Sehwag,Kings XI Punjab,554,423,68,21,25,25,130.96926713947988,22.16,0.7184115523465704
V Shankar,Delhi Daredevils,212,156,11,11,4,9,135.8974358974359,53.0,0.5188679245283019
V Shankar,Gujarat Titans,403,310,35,17,17,21,130.0,23.705882352941178,0.6004962779156328
V Shankar,Sunrisers Hyderabad,500,424,34,17,22,28,117.9245283018868,22.727272727272727,0.476
V Viyaskanth,Sunrisers Hyderabad,7,5,0,0,0,1,140.0,7.0,0.0
VG Arora,Kolkata Knight Riders,4,3,0,0,0,3,133.33333333333331,4.0,0.0
VG Arora,Punjab Kings,5,14,0,0,2,4,35.714285714285715,2.5,0.0
VH Zol,Royal Challengers Bangalore,29,26,3,1,2,2,111.53846153846155,14.5,0.6206896551724138
VR Aaron,Delhi Daredevils,1,8,0,0,1,3,12.5,1.0,0.0
VR Aaron,Kings XI Punjab,4,11,0,0,1,2,36.36363636363637,4.0,0.0
VR Aaron,Rajasthan Royals,4,17,0,0,1,3,23.52941176470588,4.0,0.0
VR Aaron,Royal Challengers Bangalore,41,37,2,2,1,4,110.8108108108108,41.0,0.4878048780487805
VR Iyer,Kolkata Knight Riders,1332,1008,122,61,44,50,132.14285714285714,30.272727272727273,0.6411411411411412
