player,team,runs,balls,4s,6s,out,match_id,strike_rate,average,boundary_pct
A Ashish Reddy,Deccan Chargers,35,30,3,1,4,5,116.66666666666667,8.75,0.5142857142857142
A Ashish Reddy,Sunrisers Hyderabad,245,166,13,14,11,18,147.59036144578312,22.272727272727273,0.5551020408163265
A Badoni,Lucknow Super Giants,634,505,46,24,26,35,125.54455445544555,24.384615384615383,0.5173501577287066
A Chandila,Rajasthan Royals,4,7,0,0,1,2,57.14285714285714,4.0,0.0
A Chopra,Kolkata Knight Riders,53,75,7,0,5,6,70.66666666666667,10.6,0.5283018867924528
A Choudhary,Royal Challengers Bangalore,25,20,1,1,2,3,125.0,12.5,0.4
A Dananjaya,Mumbai Indians,4,5,0,0,0,1,80.0,4.0,0.0
A Flintoff,Chennai Super Kings,62,57,5,2,2,3,108.77192982456141,31.0,0.5161290322580645
A Kamboj,Mumbai Indians,2,2,0,0,0,1,100.0,2.0,0.0
A Kumble,Royal Challengers Bangalore,35,49,3,0,2,15,71.42857142857143,17.5,0.34285714285714286
A Manohar,Gujarat Titans,231,181,21,10,14,15,127.62430939226519,16.5,0.6233766233766234
A Manohar,Sunrisers Hyderabad,0,1,0,0,1,1,0.0,0.0,0.0
A Mishra,Deccan Chargers,84,73,10,1,9,14,115.06849315068493,9.333333333333334,0.5476190476190477
A Mishra,Delhi Capitals,21,26,2,0,2,4,80.76923076923077,10.5,0.38095238095238093
A Mishra,Delhi Daredevils,164,201,8,4,15,28,81.59203980099502,10.933333333333334,0.34146341463414637
A Mishra,Lucknow Super Giants,19,30,2,0,1,1,63.33333333333333,19.0,0.42105263157894735
A Mishra,Sunrisers Hyderabad,93,110,9,0,4,8,84.54545454545455,23.25,0.3870967741935484
A Mithun,Royal Challengers Bangalore,34,26,4,1,5,6,130.76923076923077,6.8,0.6470588235294118
A Mukund,Chennai Super Kings,0,1,0,0,1,1,0.0,0.0,0.0
A Mukund,Royal Challengers Bangalore,19,22,1,0,1,1,86.36363636363636,19.0,0.21052631578947367
A Nehra,Chennai Super Kings,1,7,0,0,2,4,14.285714285714285,0.5,0.0
A Nehra,Delhi Daredevils,25,29,2,1,5,7,86.20689655172413,5.0,0.56
A Nehra,Mumbai Indians,3,13,0,0,0,3,23.076923076923077,3.0,0.0
A Nehra,Pune Warriors,11,13,1,0,1,2,84.61538461538461,11.0,0.36363636363636365
A Nehra,Sunrisers Hyderabad,1,1,0,0,0,1,100.0,1.0,0.0
A Nortje,Delhi Capitals,49,51,6,0,5,13,96.07843137254902,9.8,0.4897959183673469
A Raghuvanshi,Kolkata Knight Riders,193,131,18,9,8,8,147.32824427480915,24.125,0.6528497409326425
A Singh,Rajasthan Royals,2,10,0,0,4,5,20.0,0.5,0.0
A Symonds,Deccan Chargers,839,638,65,38,23,27,131.50470219435738,36.47826086956522,0.5816448152562574
A Symonds,Mumbai Indians,135,143,9,3,3,9,94.4055944055944,45.0,0.4
A Tomar,Kolkata Knight Riders,4,8,1,0,1,1,50.0,4.0,1.0
A Uniyal,Rajasthan Royals,4,7,0,0,1,2,57.14285714285714,4.0,0.0
A Zampa,Rajasthan Royals,10,17,0,0,3,3,58.82352941176471,3.3333333333333335,0.0
A Zampa,Rising Pune Supergiant,5,7,1,0,1,1,71.42857142857143,5.0,0.8
A Zampa,Rising Pune Supergiants,0,1,0,0,1,1,0.0,0.0,0.0
AA Bilakhia,Deccan Chargers,69,88,5,0,5,7,78.4090909090909,13.8,0.2898550724637681
AA Chavan,Rajasthan Royals,12,11,2,0,1,3,109.09090909090908,12.0,0.6666666666666666
AA Jhunjhunwala,Deccan Chargers,24,27,1,1,2,3,88.88888888888889,12.0,0.4166666666666667
AA Jhunjhunwala,Pune Warriors,10,19,2,0,2,2,52.63157894736842,5.0,0.8
AA Jhunjhunwala,Rajasthan Royals,183,172,16,4,10,10,106.3953488372093,18.3,0.4808743169398907
AA Kulkarni,Lucknow Super Giants,9,8,2,0,2,2,112.5,4.5,0.8888888888888888
AA Noffke,Royal Challengers Bangalore,9,12,1,0,1,1,75.0,9.0,0.4444444444444444
AB Agarkar,Delhi Daredevils,19,23,1,0,1,3,82.6086956521739,19.0,0.21052631578947367
AB Agarkar,Kolkata Knight Riders,160,137,12,5,7,15,116.7883211678832,22.857142857142858,0.4875
AB Barath,Kings XI Punjab,42,43,5,1,2,3,97.67441860465115,21.0,0.6190476190476191
AB Dinda,Delhi Daredevils,0,5,0,0,1,1,0.0,0.0,0.0
AB Dinda,Kolkata Knight Riders,4,8,0,0,4,5,50.0,1.0,0.0
AB Dinda,Pune Warriors,11,16,1,0,2,6,68.75,5.5,0.36363636363636365
AB Dinda,Rising Pune Supergiant,7,8,1,0,1,1,87.5,7.0,0.5714285714285714
AB Dinda,Royal Challengers Bangalore,4,13,0,0,1,3,30.76923076923077,4.0,0.0
AB McDonald,Delhi Daredevils,76,65,3,2,2,5,116.92307692307693,38.0,0.3157894736842105
AB McDonald,Royal Challengers Bangalore,47,38,6,2,3,4,123.6842105263158,15.666666666666666,0.7659574468085106
AB de Villiers,Delhi Daredevils,671,582,51,13,20,26,115.29209621993127,33.55,0.4202682563338301
AB de Villiers,Royal Challengers Bangalore,4510,2905,363,240,105,144,155.24956970740104,42.95238095238095,0.6412416851441242
AC Blizzard,Mumbai Indians,120,91,21,2,7,7,131.86813186813185,17.142857142857142,0.8
AC Gilchrist,Deccan Chargers,1220,865,136,64,46,46,141.04046242774567,26.52173913043478,0.760655737704918
AC Gilchrist,Kings XI Punjab,849,690,103,28,30,34,123.04347826086956,28.3,0.6831566548881036
AC Thomas,Pune Warriors,20,19,1,1,2,4,105.26315789473684,10.0,0.5
AC Voges,Rajasthan Royals,181,143,15,3,6,7,126.57342657342659,30.166666666666668,0.430939226519337
AD Hales,Sunrisers Hyderabad,148,119,13,6,6,6,124.36974789915966,24.666666666666668,0.5945945945945946
AD Mascarenhas,Kings XI Punjab,19,21,1,0,3,4,90.47619047619048,6.333333333333333,0.21052631578947367
AD Mascarenhas,Rajasthan Royals,60,58,4,1,7,7,103.44827586206897,8.571428571428571,0.36666666666666664
AD Mathews,Delhi Daredevils,176,137,14,7,9,12,128.46715328467153,19.555555555555557,0.5568181818181818
AD Mathews,Kolkata Knight Riders,249,211,20,8,7,11,118.0094786729858,35.57142857142857,0.5140562248995983
AD Mathews,Pune Warriors,299,251,10,14,15,18,119.12350597609563,19.933333333333334,0.41471571906354515
AD Nath,Gujarat Lions,20,28,1,0,4,4,71.42857142857143,5.0,0.2
AD Nath,Kings XI Punjab,9,13,1,0,1,1,69.23076923076923,9.0,0.4444444444444444
AD Nath,Royal Challengers Bangalore,61,58,5,2,5,5,105.17241379310344,12.2,0.5245901639344263
AD Russell,Delhi Daredevils,58,42,3,3,4,4,138.0952380952381,14.5,0.5172413793103449
AD Russell,Kolkata Knight Riders,2434,1476,169,206,81,101,164.90514905149053,30.049382716049383,0.7855382087099425
AF Milne,Mumbai Indians,16,19,0,1,2,3,84.21052631578947,8.0,0.375
AF Milne,Royal Challengers Bangalore,7,12,0,0,3,3,58.333333333333336,2.3333333333333335,0.0
AG Murtaza,Mumbai Indians,2,5,0,0,0,1,40.0,2.0,0.0
AG Murtaza,Pune Warriors,8,9,1,0,1,2,88.88888888888889,8.0,0.5
AG Paunikar,Rajasthan Royals,49,61,9,0,5,5,80.32786885245902,9.8,0.7346938775510204
AJ Finch,Delhi Daredevils,102,103,11,3,9,8,99.02912621359224,11.333333333333334,0.6078431372549019
AJ Finch,Gujarat Lions,693,501,70,30,20,25,138.32335329341316,34.65,0.6637806637806638
AJ Finch,Kings XI Punjab,134,102,6,8,8,9,131.37254901960785,16.75,0.5373134328358209
AJ Finch,Kolkata Knight Riders,86,70,10,3,6,5,122.85714285714286,14.333333333333334,0.6744186046511628
AJ Finch,Mumbai Indians,23,33,4,0,3,3,69.6969696969697,7.666666666666667,0.6956521739130435
AJ Finch,Pune Warriors,456,344,54,16,14,14,132.5581395348837,32.57142857142857,0.6842105263157895
AJ Finch,Rajasthan Royals,21,21,0,1,1,1,100.0,21.0,0.2857142857142857
AJ Finch,Royal Challengers Bangalore,268,254,28,8,12,12,105.51181102362204,22.333333333333332,0.5970149253731343
AJ Finch,Sunrisers Hyderabad,309,268,31,9,11,13,115.29850746268657,28.09090909090909,0.5760517799352751
AJ Hosein,Sunrisers Hyderabad,16,11,1,1,0,1,145.45454545454547,16.0,0.625
AJ Turner,Lucknow Super Giants,21,20,0,2,2,2,105.0,10.5,0.5714285714285714
AJ Turner,Rajasthan Royals,3,11,0,0,3,4,27.27272727272727,1.0,0.0
AJ Tye,Gujarat Lions,53,30,4,3,1,3,176.66666666666666,53.0,0.6415094339622641
AJ Tye,Kings XI Punjab,32,42,2,1,6,9,76.19047619047619,5.333333333333333,0.4375
AJ Tye,Rajasthan Royals,6,7,0,1,1,1,85.71428571428571,6.0,1.0
AK Markram,Punjab Kings,146,123,12,4,5,6,118.69918699186992,29.2,0.4931506849315068
AK Markram,Sunrisers Hyderabad,849,664,61,31,28,36,127.86144578313252,30.321428571428573,0.5064782096584217
AL Menaria,Rajasthan Royals,401,367,24,18,22,23,109.26430517711172,18.227272727272727,0.5087281795511222
AM Nayar,Kings XI Punjab,106,116,11,1,8,13,91.37931034482759,13.25,0.4716981132075472
AM Nayar,Mumbai Indians,457,348,34,18,20,24,131.32183908045977,22.85,0.5339168490153173
AM Nayar,Pune Warriors,66,74,5,0,7,9,89.1891891891892,9.428571428571429,0.30303030303030304
AM Nayar,Rajasthan Royals,43,50,5,1,4,4,86.0,10.75,0.6046511627906976
AM Rahane,Chennai Super Kings,568,393,48,23,23,23,144.529262086514,24.695652173913043,0.5809859154929577
AM Rahane,Delhi Capitals,121,122,13,2,9,9,99.18032786885246,13.444444444444445,0.5289256198347108
AM Rahane,Kolkata Knight Riders,189,163,20,8,8,8,115.95092024539878,23.625,0.6772486772486772
AM Rahane,Mumbai Indians,148,147,13,3,8,9,100.68027210884354,18.5,0.47297297297297297
AM Rahane,Rajasthan Royals,2810,2350,302,53,81,93,119.57446808510639,34.69135802469136,0.5430604982206406
AM Rahane,Rising Pune Supergiant,382,328,35,9,15,16,116.46341463414633,25.466666666666665,0.5078534031413613
AM Rahane,Rising Pune Supergiants,480,387,54,9,13,14,124.03100775193798,36.92307692307692,0.5625
AN Ahmed,Mumbai Indians,22,21,1,1,0,2,104.76190476190477,22.0,0.45454545454545453
AN Ahmed,Royal Challengers Bangalore,14,6,3,0,1,4,233.33333333333334,14.0,0.8571428571428571
AN Ghosh,Kolkata Knight Riders,7,8,1,0,2,2,87.5,3.5,0.5714285714285714
AP Dole,Rajasthan Royals,34,23,3,1,2,2,147.82608695652172,17.0,0.5294117647058824
AP Majumdar,Pune Warriors,87,77,7,2,4,4,112.98701298701299,21.75,0.45977011494252873
AP Tare,Delhi Daredevils,18,25,3,0,3,3,72.0,6.0,0.6666666666666666
AP Tare,Mumbai Indians,313,245,36,11,19,22,127.75510204081633,16.473684210526315,0.670926517571885
AP Tare,Sunrisers Hyderabad,8,15,1,0,2,2,53.333333333333336,4.0,0.5
AR Bawne,Delhi Daredevils,12,12,1,0,0,1,100.0,12.0,0.3333333333333333
AR Patel,Delhi Capitals,967,753,70,47,42,62,128.41965471447543,23.023809523809526,0.5811789038262668
AR Patel,Kings XI Punjab,686,565,37,32,36,50,121.41592920353983,19.055555555555557,0.4956268221574344
AS Joseph,Gujarat Titans,12,19,1,0,1,4,63.1578947368421,12.0,0.3333333333333333
AS Joseph,Mumbai Indians,15,13,2,0,0,1,115.38461538461537,15.0,0.5333333333333333
AS Rajpoot,Chennai Super Kings,2,6,0,0,0,1,33.33333333333333,2.0,0.0
AS Rajpoot,Kings XI Punjab,11,18,1,0,2,3,61.111111111111114,5.5,0.36363636363636365
AS Rajpoot,Kolkata Knight Riders,4,7,1,0,1,1,57.14285714285714,4.0,1.0
AS Rajpoot,Rajasthan Royals,9,10,0,1,1,2,90.0,9.0,0.6666666666666666
AS Raut,Rajasthan Royals,194,172,13,7,11,16,112.79069767441861,17.636363636363637,0.4845360824742268
AS Roy,Kolkata Knight Riders,26,24,3,0,3,6,108.33333333333333,8.666666666666666,0.46153846153846156
AS Yadav,Deccan Chargers,49,40,5,2,7,6,122.50000000000001,7.0,0.6530612244897959
AT Carey,Delhi Capitals,32,29,0,1,2,3,110.34482758620689,16.0,0.1875
AT Rayudu,Chennai Super Kings,1932,1526,154,94,64,80,126.60550458715596,30.1875,0.6107660455486542
AT Rayudu,Mumbai Indians,2416,1964,205,79,88,105,123.0142566191446,27.454545454545453,0.5355960264900662
AU Rashid,Sunrisers Hyderabad,22,17,2,1,2,2,129.41176470588235,11.0,0.6363636363636364
AUK Pathan,Royal Challengers Bangalore,39,26,5,2,5,7,150.0,7.8,0.8205128205128205
Abdul Basith,Rajasthan Royals,1,1,0,0,0,1,100.0,1.0,0.0
Abdul Samad,Sunrisers Hyderabad,579,408,37,36,32,39,141.91176470588235,18.09375,0.6286701208981001
Abdur Razzak,Royal Challengers Bangalore,0,2,0,0,0,1,0.0,0.0,0.0
Abhishek Sharma,Delhi Daredevils,63,35,3,5,1,3,180.0,63.0,0.6666666666666666
Abhishek Sharma,Sunrisers Hyderabad,1338,901,130,68,55,59,148.50166481687015,24.327272727272728,0.6935724962630793
Abishek Porel,Delhi Capitals,360,244,37,15,16,16,147.54098360655738,22.5,0.6611111111111111
Akash Deep,Royal Challengers Bangalore,17,10,2,1,2,2,170.0,8.5,0.8235294117647058
Akash Deep,Royal Challengers Bengaluru,2,2,0,0,0,1,100.0,2.0,0.0
Akash Madhwal,Mumbai Indians,4,5,0,0,0,1,80.0,4.0,0.0
Aman Hakim Khan,Delhi Capitals,110,106,7,6,8,9,103.77358490566037,13.75,0.5818181818181818
Aman Hakim Khan,Kolkata Knight Riders,5,3,1,0,1,1,166.66666666666669,5.0,0.8
Aniket Verma,Sunrisers Hyderabad,7,3,0,1,1,1,233.33333333333334,7.0,0.8571428571428571
Anirudh Singh,Deccan Chargers,63,69,6,1,4,4,91.30434782608695,15.75,0.47619047619047616
Ankit Sharma,Deccan Chargers,18,13,0,2,3,4,138.46153846153845,6.0,0.6666666666666666
Ankit Sharma,Rajasthan Royals,41,37,5,1,3,4,110.8108108108108,13.666666666666666,0.6341463414634146
Ankit Sharma,Rising Pune Supergiant,25,16,2,1,1,1,156.25,25.0,0.56
Ankit Sharma,Rising Pune Supergiants,3,3,0,0,0,1,100.0,3.0,0.0
Ankit Soni,Gujarat Lions,7,9,0,1,2,3,77.77777777777779,3.5,0.8571428571428571
Anmolpreet Singh,Mumbai Indians,29,27,3,1,3,3,107.40740740740742,9.666666666666666,0.6206896551724138
Anmolpreet Singh,Sunrisers Hyderabad,110,90,16,2,6,6,122.22222222222223,18.333333333333332,0.6909090909090909
Anuj Rawat,Rajasthan Royals,0,1,0,0,1,1,0.0,0.0,0.0
Anuj Rawat,Royal Challengers Bangalore,220,195,16,11,10,15,112.82051282051282,22.0,0.5909090909090909
Anuj Rawat,Royal Challengers Bengaluru,98,80,10,3,3,5,122.50000000000001,32.666666666666664,0.5918367346938775
Anureet Singh,Kings XI Punjab,33,43,2,1,4,7,76.74418604651163,8.25,0.42424242424242425
Anureet Singh,Rajasthan Royals,3,4,0,0,0,1,75.0,3.0,0.0
Arjun Tendulkar,Mumbai Indians,13,9,0,1,1,1,144.44444444444443,13.0,0.46153846153846156
Arshad Khan,Lucknow Super Giants,78,52,5,5,2,3,150.0,39.0,0.6410256410256411
Arshad Khan,Mumbai Indians,18,15,0,1,2,3,120.0,9.0,0.3333333333333333
Arshad Khan (2),Lucknow Super Giants,5,4,1,0,1,1,125.0,5.0,0.8
Arshdeep Singh,Kings XI Punjab,0,3,0,0,1,1,0.0,0.0,0.0
Arshdeep Singh,Punjab Kings,29,39,4,0,4,10,74.35897435897436,7.25,0.5517241379310345
Ashutosh Sharma,Punjab Kings,189,118,10,15,8,9,160.16949152542372,23.625,0.6878306878306878
Atharva Taide,Punjab Kings,247,177,27,8,8,9,139.54802259887003,30.875,0.631578947368421
Avesh Khan,Delhi Capitals,9,6,2,0,0,2,150.0,9.0,0.8888888888888888
Avesh Khan,Lucknow Super Giants,22,14,0,3,1,5,157.14285714285714,22.0,0.8181818181818182
Avesh Khan,Rajasthan Royals,10,5,1,0,0,2,200.0,10.0,0.4
Azhar Mahmood,Kings XI Punjab,382,303,38,13,18,20,126.07260726072607,21.22222222222222,0.6020942408376964
Azhar Mahmood,Kolkata Knight Riders,6,8,1,0,1,1,75.0,6.0,0.6666666666666666
Azmatullah Omarzai,Gujarat Titans,42,34,2,2,4,4,123.52941176470588,10.5,0.47619047619047616
B Akhil,Kochi Tuskers Kerala,13,9,0,1,1,1,144.44444444444443,13.0,0.46153846153846156
B Akhil,Royal Challengers Bangalore,63,48,5,4,6,10,131.25,10.5,0.6984126984126984
B Chipli,Deccan Chargers,244,207,24,6,12,17,117.8743961352657,20.333333333333332,0.5409836065573771
B Chipli,Delhi Daredevils,16,19,1,1,1,1,84.21052631578947,16.0,0.625
B Chipli,Royal Challengers Bangalore,20,30,3,0,3,3,66.66666666666666,6.666666666666667,0.6
B Indrajith,Kolkata Knight Riders,21,31,2,0,3,3,67.74193548387096,7.0,0.38095238095238093
B Kumar,Pune Warriors,93,114,7,1,10,18,81.57894736842105,9.3,0.3655913978494624
B Kumar,Sunrisers Hyderabad,213,224,23,2,24,47,95.08928571428571,8.875,0.48826291079812206
B Laughlin,Chennai Super Kings,4,9,0,0,1,2,44.44444444444444,4.0,0.0
B Laughlin,Rajasthan Royals,1,4,0,0,1,2,25.0,1.0,0.0
B Lee,Kings XI Punjab,56,60,5,2,5,10,93.33333333333333,11.2,0.5714285714285714
B Lee,Kolkata Knight Riders,68,42,3,6,5,9,161.9047619047619,13.6,0.7058823529411765
B Sai Sudharsan,Gujarat Titans,1034,770,95,32,21,25,134.28571428571428,49.23809523809524,0.5531914893617021
B Stanlake,Sunrisers Hyderabad,5,2,1,0,0,1,250.0,5.0,0.8
B Sumanth,Deccan Chargers,35,38,3,0,1,4,92.10526315789474,35.0,0.34285714285714286
BA Bhatt,Kings XI Punjab,6,7,0,1,0,2,85.71428571428571,6.0,1.0
BA Stokes,Chennai Super Kings,15,15,2,0,2,2,100.0,7.5,0.5333333333333333
BA Stokes,Rajasthan Royals,604,476,57,17,28,30,126.890756302521,21.571428571428573,0.5463576158940397
BA Stokes,Rising Pune Supergiant,316,227,22,15,11,11,139.20704845814979,28.727272727272727,0.5632911392405063
BAW Mendis,Kolkata Knight Riders,1,2,0,0,1,2,50.0,1.0,0.0
BAW Mendis,Pune Warriors,2,4,0,0,1,1,50.0,2.0,0.0
BB McCullum,Chennai Super Kings,841,634,83,42,28,28,132.64984227129338,30.035714285714285,0.6944114149821641
BB McCullum,Gujarat Lions,674,500,67,34,27,27,134.8,24.962962962962962,0.7002967359050445
BB McCullum,Kochi Tuskers Kerala,357,292,35,16,13,13,122.26027397260273,27.46153846153846,0.6610644257703081
BB McCullum,Kolkata Knight Riders,883,755,92,32,32,35,116.95364238410598,27.59375,0.6342015855039638
BB McCullum,Royal Challengers Bangalore,127,91,16,6,6,6,139.56043956043956,21.166666666666668,0.7874015748031497
BB Samantray,Deccan Chargers,2,2,0,0,0,1,100.0,2.0,0.0
BB Samantray,Sunrisers Hyderabad,123,114,13,2,5,7,107.89473684210526,24.6,0.5203252032520326
BB Sran,Kings XI Punjab,3,7,0,0,1,3,42.857142857142854,3.0,0.0
BB Sran,Mumbai Indians,3,3,0,0,0,1,100.0,3.0,0.0
BB Sran,Sunrisers Hyderabad,4,4,0,0,0,3,100.0,4.0,0.0
BCJ Cutting,Mumbai Indians,114,76,6,9,6,9,150.0,19.0,0.6842105263157895
BCJ Cutting,Rajasthan Royals,8,6,0,1,0,1,133.33333333333331,8.0,0.75
BCJ Cutting,Sunrisers Hyderabad,116,64,9,9,5,7,181.25,23.2,0.7758620689655172
BE Hendricks,Kings XI Punjab,1,3,0,0,1,2,33.33333333333333,1.0,0.0
BJ Haddin,Kolkata Knight Riders,18,11,2,1,1,1,163.63636363636365,18.0,0.7777777777777778
BJ Hodge,Kochi Tuskers Kerala,285,245,26,9,11,14,116.3265306122449,25.90909090909091,0.5543859649122806
BJ Hodge,Kolkata Knight Riders,476,430,47,10,16,19,110.69767441860465,29.75,0.5210084033613446
BJ Hodge,Rajasthan Royals,639,478,49,24,19,30,133.68200836820083,33.63157894736842,0.5320813771517997
BJ Rohrer,Delhi Daredevils,193,146,21,5,7,8,132.1917808219178,27.571428571428573,0.5906735751295337
BMAJ Mendis,Delhi Daredevils,23,27,0,0,3,3,85.18518518518519,7.666666666666667,0.0
BR Dunk,Mumbai Indians,40,36,7,0,3,3,111.11111111111111,13.333333333333334,0.7
BR Sharath,Gujarat Titans,2,5,0,0,1,1,40.0,2.0,0.0
Basil Thampi,Gujarat Lions,28,30,1,1,1,5,93.33333333333333,28.0,0.35714285714285715
Basil Thampi,Sunrisers Hyderabad,4,7,0,0,1,2,57.14285714285714,4.0,0.0
Bipul Sharma,Kings XI Punjab,104,72,8,3,3,9,144.44444444444443,34.666666666666664,0.4807692307692308
Bipul Sharma,Sunrisers Hyderabad,83,52,3,6,3,8,159.6153846153846,27.666666666666668,0.5783132530120482
C Green,Mumbai Indians,452,287,40,22,10,16,157.49128919860627,45.2,0.6460176991150443
C Green,Royal Challengers Bengaluru,255,185,22,10,10,12,137.83783783783784,25.5,0.5803921568627451
C Madan,Mumbai Indians,15,21,3,0,1,1,71.42857142857143,15.0,0.8
C Munro,Delhi Capitals,84,72,9,4,4,4,116.66666666666667,21.0,0.7142857142857143
C Munro,Delhi Daredevils,63,41,7,4,4,4,153.65853658536585,15.75,0.8253968253968254
C Munro,Kolkata Knight Riders,30,31,3,0,1,3,96.7741935483871,30.0,0.4
C Nanda,Mumbai Indians,0,1,0,0,1,1,0.0,0.0,0.0
C Sakariya,Delhi Capitals,4,6,1,0,1,2,66.66666666666666,4.0,1.0
C Sakariya,Rajasthan Royals,16,25,2,0,4,5,64.0,4.0,0.5
C de Grandhomme,Kolkata Knight Riders,126,92,10,6,8,9,136.95652173913044,15.75,0.6031746031746031
C de Grandhomme,Royal Challengers Bangalore,177,137,8,12,7,12,129.19708029197082,25.285714285714285,0.5875706214689266
CA Ingram,Delhi Capitals,184,157,20,5,10,12,117.19745222929936,18.4,0.5978260869565217
CA Ingram,Delhi Daredevils,21,26,2,0,2,3,80.76923076923077,10.5,0.38095238095238093
CA Lynn,Deccan Chargers,6,10,1,0,1,1,60.0,6.0,0.6666666666666666
CA Lynn,Kolkata Knight Riders,1274,928,127,63,36,40,137.2844827586207,35.388888888888886,0.695447409733124
CA Lynn,Mumbai Indians,49,36,4,3,2,1,136.11111111111111,24.5,0.6938775510204082
CA Pujara,Kings XI Punjab,125,129,17,0,4,6,96.89922480620154,31.25,0.544
CA Pujara,Kolkata Knight Riders,122,119,14,3,4,6,102.52100840336134,30.5,0.6065573770491803
CA Pujara,Royal Challengers Bangalore,143,155,19,1,10,10,92.25806451612904,14.3,0.5734265734265734
CH Gayle,Kings XI Punjab,1153,824,90,85,27,31,139.9271844660194,42.7037037037037,0.7545533391153513
CH Gayle,Kolkata Knight Riders,476,356,48,26,16,16,133.7078651685393,29.75,0.7310924369747899
CH Gayle,Punjab Kings,193,160,21,8,11,10,120.625,17.545454545454547,0.6839378238341969
CH Gayle,Royal Challengers Bangalore,3175,2176,249,240,74,84,145.90992647058823,42.9054054054054,0.767244094488189
CH Morris,Chennai Super Kings,14,17,0,0,2,6,82.35294117647058,7.0,0.0
CH Morris,Delhi Capitals,32,38,1,2,6,6,84.21052631578947,5.333333333333333,0.5
CH Morris,Delhi Daredevils,395,237,33,20,10,18,166.66666666666669,39.5,0.6379746835443038
CH Morris,Rajasthan Royals,143,100,5,10,7,14,143.0,20.428571428571427,0.5594405594405595
CH Morris,Royal Challengers Bangalore,34,21,2,3,4,5,161.9047619047619,8.5,0.7647058823529411
CJ Anderson,Delhi Daredevils,142,130,8,9,7,11,109.23076923076923,20.285714285714285,0.6056338028169014
CJ Anderson,Mumbai Indians,379,284,32,21,12,15,133.45070422535213,31.583333333333332,0.6701846965699209
CJ Anderson,Royal Challengers Bangalore,17,22,0,1,3,3,77.27272727272727,5.666666666666667,0.35294117647058826
CJ Ferguson,Pune Warriors,98,119,9,0,6,8,82.35294117647058,16.333333333333332,0.3673469387755102
CJ Jordan,Chennai Super Kings,11,9,0,0,1,2,122.22222222222223,11.0,0.0
CJ Jordan,Kings XI Punjab,29,33,2,0,3,4,87.87878787878788,9.666666666666666,0.27586206896551724
CJ Jordan,Mumbai Indians,6,13,0,0,2,2,46.15384615384615,3.0,0.0
CJ Jordan,Punjab Kings,32,21,1,3,2,2,152.38095238095238,16.0,0.6875
CJ Jordan,Royal Challengers Bangalore,3,4,0,0,0,1,75.0,3.0,0.0
CJ Jordan,Sunrisers Hyderabad,0,1,0,0,1,1,0.0,0.0,0.0
CJ McKay,Mumbai Indians,8,15,0,0,1,1,53.333333333333336,8.0,0.0
CK Kapugedera,Chennai Super Kings,16,24,0,0,3,3,66.66666666666666,5.333333333333333,0.0
CK Langeveldt,Kolkata Knight Riders,0,1,0,0,1,1,0.0,0.0,0.0
CK Langeveldt,Royal Challengers Bangalore,8,8,0,1,1,1,100.0,8.0,0.75
CL White,Deccan Chargers,583,436,47,22,16,19,133.71559633027522,36.4375,0.548885077186964
CL White,Royal Challengers Bangalore,162,138,11,7,7,13,117.3913043478261,23.142857142857142,0.5308641975308642
CL White,Sunrisers Hyderabad,226,200,18,9,12,13,112.99999999999999,18.833333333333332,0.5575221238938053
CM Gautam,Delhi Daredevils,48,42,4,1,3,4,114.28571428571428,16.0,0.4583333333333333
CM Gautam,Mumbai Indians,121,116,13,5,6,9,104.3103448275862,20.166666666666668,0.6776859504132231
CR Brathwaite,Delhi Daredevils,95,56,8,8,8,8,169.64285714285714,11.875,0.8421052631578947
CR Brathwaite,Kolkata Knight Riders,11,10,1,0,2,2,110.00000000000001,5.5,0.36363636363636365
CR Brathwaite,Sunrisers Hyderabad,75,54,1,8,4,4,138.88888888888889,18.75,0.6933333333333334
CR Woakes,Delhi Capitals,15,11,2,0,0,1,136.36363636363635,15.0,0.5333333333333333
CR Woakes,Kolkata Knight Riders,46,47,4,1,3,7,97.87234042553192,15.333333333333334,0.4782608695652174
CR Woakes,Royal Challengers Bangalore,17,19,1,1,2,4,89.47368421052632,8.5,0.5882352941176471
CRD Fernando,Mumbai Indians,4,3,0,0,1,2,133.33333333333331,4.0,0.0
CV Varun,Kolkata Knight Riders,25,49,2,0,2,10,51.02040816326531,12.5,0.32
D Brevis,Mumbai Indians,230,176,17,16,10,10,130.6818181818182,23.0,0.7130434782608696
D Ferreira,Rajasthan Royals,8,11,0,0,2,2,72.72727272727273,4.0,0.0
D Kalyankrishna,Deccan Chargers,3,8,0,0,1,1,37.5,3.0,0.0
D Padikkal,Lucknow Super Giants,38,60,3,0,7,7,63.33333333333333,5.428571428571429,0.3157894736842105
D Padikkal,Rajasthan Royals,637,523,72,20,28,28,121.79732313575526,22.75,0.640502354788069
D Padikkal,Royal Challengers Bangalore,884,740,95,22,28,29,119.45945945945947,31.571428571428573,0.579185520361991
D Padikkal,Royal Challengers Bengaluru,10,10,1,0,1,1,100.0,10.0,0.4
D Pretorius,Chennai Super Kings,44,28,3,3,4,5,157.14285714285714,11.0,0.6818181818181818
D Salunkhe,Rajasthan Royals,33,24,5,0,1,3,137.5,33.0,0.6060606060606061
D Wiese,Kolkata Knight Riders,21,11,0,3,1,3,190.9090909090909,21.0,0.8571428571428571
D Wiese,Royal Challengers Bangalore,127,94,12,4,5,8,135.1063829787234,25.4,0.5669291338582677
